EmployeeID,Age,Gender,Department,City,Experience,Salary,PerformanceScore,TrainingHours,Status
EMP0714,35,Male,Finance,Coimbatore,9.9,81316.67,1,16.8,Active
EMP0715,23,Male,HR,Pune,22.7,103611.1,5,26.8,Active
EMP0716,49,Male,Operations,Hyderabad,15.6,90364.33,2,11.3,Active
EMP0717,26,Male,Marketing,Hyderabad,6.1,66093.67,4,40.5,Active
EMP0718,37,Female,Operations,Hyderabad,26.3,121944.43,5,21.2,Active
EMP0719,46,Male,IT,Pune,26.4,129656.65,5,5.3,Active
EMP0720,41,Male,Marketing,Coimbatore,26.1,124505.8,4,11.8,Active
EMP0721,28,Male,Operations,Chennai,7.2,68637.8,3,34.4,Active
EMP0722,41,Male,IT,Hyderabad,13.5,91802.86,3,49.0,Active
EMP0723,31,Female,IT,Mumbai,29.5,142000.29,3,21.0,On Leave
EMP0724,58,Male,Marketing,Pune,23.2,120071.01,2,35.1,Active
EMP0725,28,Male,Sales,Bengaluru,0.8,30981.66,1,9.1,Active
EMP0726,44,Female,Marketing,Chennai,2.0,47450.88,4,17.5,Active
EMP0727,55,Male,IT,Mumbai,13.9,94918.86,3,1.4,Active
EMP0728,34,Male,Marketing,Hyderabad,27.3,128087.53,4,10.2,Active
EMP0729,34,Male,IT,Bengaluru,16.2,92991.31,5,7.8,Active
EMP0730,30,Male,IT,Chennai,14.9,88056.55,4,26.1,On Leave
EMP0731,32,Male,IT,Pune,3.2,58478.54,4,18.5,Inactive
EMP0732,58,Male,Marketing,Bengaluru,19.7,113781.84,4,4.5,On Leave
EMP0733,54,Female,Sales,Coimbatore,24.7,118351.54,2,10.1,Active
EMP0734,30,Female,Finance,Bengaluru,11.4,83567.09,3,30.0,Inactive
EMP0735,37,Male,HR,Mumbai,23.3,97853.78,5,10.4,Active
EMP0736,37,Male,Operations,Chennai,28.9,130473.06,5,37.0,Active
EMP0737,23,Male,Finance,Mumbai,6.1,61101.53,5,44.5,Active
EMP0738,51,Male,Marketing,Mumbai,15.7,82672.53,3,23.0,Active
EMP0739,21,Male,Finance,Hyderabad,8.6,62607.95,4,29.9,Active
EMP0740,32,Female,HR,Pune,23.8,110957.76,1,15.3,Active
EMP0741,59,Female,Finance,Bengaluru,17.3,102887.54,2,11.9,Active
EMP0742,24,Female,HR,Chennai,19.0,98001.37,3,9.9,On Leave
EMP0743,33,Female,Marketing,Coimbatore,23.9,100744.15,3,7.9,Active
EMP0744,54,Male,Finance,Pune,11.9,64684.4,3,23.3,Active
EMP0745,41,Male,IT,Pune,27.5,134395.08,3,28.3,Active
EMP0746,42,Male,Operations,Chennai,16.0,93661.49,2,35.8,Inactive
EMP0747,24,Male,Finance,Pune,4.7,34469.96,3,41.7,Active
EMP0748,38,Female,Sales,Hyderabad,20.9,106152.16,4,22.7,Active
EMP0749,25,Male,Operations,Pune,23.8,113090.02,4,63.8,Inactive
EMP0750,39,Female,Sales,Hyderabad,9.5,81356.7,2,22.1,Active
EMP0751,22,Male,IT,Bengaluru,25.7,129869.83,3,29.2,Active
EMP0752,32,Female,Operations,Bengaluru,27.2,132263.91,4,4.5,Active
EMP0753,37,Female,Sales,Mumbai,8.3,67180.06,3,43.3,Active
EMP0754,30,Female,HR,Hyderabad,29.5,119205.47,3,43.1,Inactive
EMP0755,54,Female,IT,Coimbatore,4.2,63845.66,4,16.3,Active
EMP0756,26,Male,Marketing,Bengaluru,6.1,58073.17,5,40.6,On Leave
EMP0757,28,Female,Sales,Pune,5.5,60316.15,2,40.9,On Leave
EMP0758,31,Female,Sales,Chennai,26.8,162209.9,3,40.3,Active
EMP0759,32,Female,Operations,Chennai,19.6,85927.1,3,21.0,Active
EMP0760,29,Female,Marketing,Hyderabad,4.6,64897.57,3,14.6,On Leave
EMP0761,22,Female,IT,Coimbatore,13.2,86900.42,2,17.5,Active
EMP0762,28,Female,HR,Mumbai,18.5,100048.63,2,4.0,Active
EMP0763,31,Male,IT,Pune,2.5,51385.9,3,44.2,Active
EMP0764,56,Female,Marketing,Hyderabad,26.5,124356.11,5,13.2,Active
EMP0765,30,Male,IT,Chennai,24.1,122791.34,4,55.9,Active
EMP0766,41,Male,Sales,Hyderabad,15.2,92836.07,4,29.7,Active
EMP0767,40,Male,Marketing,Pune,29.0,124362.61,4,9.5,Active
EMP0768,28,Male,Operations,Coimbatore,12.5,83754.63,2,11.8,Inactive
EMP0769,56,Male,HR,Coimbatore,29.5,132920.44,4,34.1,Active
EMP0770,49,Male,Marketing,Bengaluru,20.0,95959.45,3,53.3,Active
EMP0771,32,Male,IT,Pune,19.0,105899.9,3,4.4,On Leave
EMP0772,34,Male,Marketing,Bengaluru,5.0,62557.19,4,46.8,Active
EMP0773,41,Male,IT,Bengaluru,26.5,131467.32,4,29.1,Active
EMP0774,42,Female,Finance,Bengaluru,12.8,87667.63,4,11.5,Inactive
EMP0775,41,Female,Marketing,Hyderabad,4.9,46302.35,2,34.8,Active
EMP0776,50,Female,IT,Chennai,0.4,50463.37,5,20.5,Active
EMP0777,59,Female,IT,Coimbatore,16.8,107284.06,5,41.7,Active
EMP0778,40,Female,Sales,Hyderabad,15.8,107088.87,3,9.9,Active
EMP0779,44,Male,Sales,Chennai,21.6,111195.49,2,21.1,On Leave
EMP0780,43,Female,Sales,Coimbatore,26.7,135799.24,2,27.9,Active
EMP0781,27,Female,Sales,Pune,2.4,46184.54,5,59.9,Active
EMP0782,29,Male,Sales,Coimbatore,21.9,124016.97,3,12.1,Active
EMP0783,21,Male,IT,Coimbatore,5.6,56849.34,3,15.5,Active
EMP0784,46,Female,HR,Coimbatore,25.7,128910.04,3,17.3,Active
EMP0785,58,Male,IT,Mumbai,24.6,127542.42,3,17.0,Active
EMP0786,58,Female,Operations,Pune,16.2,90186.49,4,10.6,Active
EMP0787,42,Male,Sales,Hyderabad,21.3,112284.02,3,12.0,Active
EMP0788,30,Female,Finance,Hyderabad,9.4,74917.92,5,15.2,Active
EMP0789,26,Male,Finance,Chennai,14.1,88420.17,4,63.5,Active
EMP0790,37,Male,Operations,Hyderabad,24.6,121817.71,4,21.2,Inactive
EMP0791,58,Male,IT,Bengaluru,13.8,103924.94,3,17.9,Active
EMP0792,44,Female,Sales,Coimbatore,10.7,82333.6,2,12.9,Active
EMP0793,30,Female,Finance,Hyderabad,14.8,98753.24,3,12.2,Active
EMP0794,28,Female,Sales,Chennai,24.8,120155.68,3,53.7,Active
EMP0795,41,Male,IT,Chennai,10.1,71236.07,3,38.5,Active
EMP0796,26,Female,Operations,Bengaluru,5.2,59842.4,5,25.1,Active
EMP0797,41,Male,Operations,Chennai,21.4,115908.37,3,12.7,Active
EMP0798,59,Male,Sales,Mumbai,24.8,135581.37,2,9.7,Active
EMP0799,44,Male,Sales,Coimbatore,3.0,42668.15,2,32.1,Active
EMP0800,53,Female,Operations,Coimbatore,7.2,57363.61,3,18.1,Active
EMP0801,38,Male,Sales,Coimbatore,4.3,38934.13,5,25.9,Active
EMP0802,48,Male,IT,Pune,10.4,76260.23,3,6.2,Active
EMP0803,52,Female,Sales,Hyderabad,13.5,92222.56,3,17.5,Active
EMP0804,32,Female,Sales,Mumbai,22.5,112018.04,4,9.5,On Leave
EMP0805,47,Male,Finance,Hyderabad,19.5,113373.84,3,46.6,Active
EMP0806,30,Male,Marketing,Mumbai,18.6,98575.98,3,14.1,Active
EMP0807,52,Male,Operations,Hyderabad,10.6,73692.46,2,9.7,Inactive
EMP0808,46,Male,Operations,Bengaluru,25.2,113018.47,3,16.3,Active
EMP0809,45,Female,Finance,Chennai,14.1,90031.68,2,13.4,Inactive
EMP0810,31,Male,IT,Chennai,29.4,121970.91,1,27.5,Active
EMP0811,43,Female,Operations,Bengaluru,19.0,99004.83,4,17.1,Active
EMP0812,54,Female,Marketing,Mumbai,3.8,35256.21,2,32.3,Active
EMP0813,60,Male,IT,Pune,20.3,123697.96,4,26.5,On Leave
EMP0814,43,Female,Operations,Mumbai,9.8,74519.26,4,48.6,Active
EMP0815,49,Male,Operations,Chennai,20.6,109833.37,3,30.1,Active
EMP0816,51,Male,Finance,Pune,2.1,59518.05,3,25.2,Active
EMP0817,27,Male,Sales,Hyderabad,5.2,47608.67,2,33.1,Active
EMP0818,60,Male,Finance,Pune,25.7,143928.91,4,14.1,Active
EMP0819,53,Male,IT,Mumbai,6.8,74257.53,4,26.3,Active
EMP0820,41,Male,HR,Bengaluru,25.1,118957.56,4,9.2,Active
EMP0821,22,Female,Marketing,Hyderabad,8.4,73484.96,1,22.9,Active
EMP0822,38,Female,IT,Mumbai,19.3,101699.65,5,50.8,Active
EMP0823,53,Female,HR,Hyderabad,20.8,99203.89,2,22.6,Active
EMP0824,57,Male,Finance,Pune,15.4,89031.28,3,34.1,Active
EMP0825,54,Female,Sales,Chennai,9.2,64968.18,3,9.7,Active
EMP0826,40,Female,Operations,Mumbai,6.4,47947.54,1,23.2,On Leave
EMP0827,55,Female,HR,Bengaluru,1.0,46284.66,3,28.4,Active
EMP0828,38,Female,HR,Pune,9.1,62779.16,4,17.2,Active
EMP0829,44,Female,Marketing,Mumbai,19.6,106420.04,4,22.2,Active
EMP0830,28,Male,Finance,Bengaluru,28.1,133787.19,4,39.9,Active
EMP0831,50,Female,IT,Mumbai,26.1,119785.17,3,23.3,Active
EMP0832,30,Male,Finance,Pune,23.0,122660.46,4,16.7,Active
EMP0833,43,Female,IT,Mumbai,23.7,110651.96,2,11.6,Active
EMP0834,31,Male,IT,Hyderabad,19.9,112100.93,3,20.4,Inactive
EMP0835,22,Male,Finance,Pune,7.8,56353.48,2,12.4,On Leave
EMP0836,46,Male,Finance,Mumbai,27.2,151098.21,3,19.3,Active
EMP0837,56,Female,Operations,Chennai,20.1,111640.9,3,28.8,Active
EMP0838,53,Male,HR,Mumbai,16.8,92646.03,3,17.4,On Leave
EMP0839,33,Male,Sales,Hyderabad,3.3,58659.65,3,28.8,Active
EMP0840,60,Female,Sales,Bengaluru,13.4,77129.47,5,4.8,Active
EMP0841,45,Female,IT,Bengaluru,13.8,95647.84,3,16.6,Active
EMP0842,24,Male,Sales,Bengaluru,25.9,129248.48,5,28.6,Active
EMP0843,39,Male,IT,Chennai,16.4,102512.16,4,14.2,Active
EMP0844,38,Female,Operations,Hyderabad,11.4,84078.83,3,9.5,Inactive
EMP0845,57,Female,IT,Pune,29.3,151409.94,4,64.5,Inactive
EMP0846,50,Male,Finance,Bengaluru,3.3,53859.79,2,12.2,Active
EMP0847,39,Female,IT,Hyderabad,12.7,74210.9,4,18.0,Inactive
EMP0848,43,Male,Operations,Mumbai,1.3,30869.63,3,9.3,Active
EMP0849,36,Female,Finance,Chennai,22.2,116718.33,5,30.9,Active
EMP0850,21,Female,Sales,Hyderabad,27.5,133996.98,4,25.2,Active
EMP0851,32,Male,IT,Hyderabad,8.4,63358.37,4,7.2,Active
EMP0852,44,Male,Marketing,Pune,25.8,144593.41,4,20.5,Active
EMP0853,54,Female,IT,Hyderabad,8.8,85931.15,3,28.9,Active
EMP0854,28,Female,Operations,Pune,27.3,134366.95,3,50.8,On Leave
EMP0855,38,Male,IT,Chennai,22.6,122676.29,3,25.8,Inactive
EMP0856,25,Female,IT,Chennai,24.1,125652.33,3,18.8,Active
EMP0857,46,Female,IT,Mumbai,0.5,37134.65,3,9.3,Active
EMP0858,50,Male,Finance,Pune,28.9,141769.84,5,8.7,Active
EMP0859,33,Female,Sales,Pune,21.8,115362.02,3,2.4,Active
EMP0860,39,Female,IT,Bengaluru,9.1,64915.92,5,32.6,On Leave
EMP0861,49,Female,Marketing,Bengaluru,24.9,124823.41,4,38.4,Active
EMP0862,23,Male,Finance,Mumbai,8.4,68157.93,3,7.3,Active
EMP0863,46,Male,Finance,Chennai,26.2,116437.54,5,19.4,Active
EMP0864,60,Male,Finance,Coimbatore,3.4,45016.92,3,19.4,Inactive
EMP0865,32,Female,Finance,Bengaluru,21.1,110541.16,5,21.7,Active
EMP0866,22,Female,Sales,Hyderabad,16.2,108801.5,3,24.7,Active
EMP0867,31,Female,IT,Chennai,2.9,57602.42,3,20.3,Active
EMP0868,48,Female,IT,Coimbatore,7.3,57866.15,3,18.8,Inactive
EMP0869,38,Male,Operations,Hyderabad,0.4,39288.29,3,22.1,Active
EMP0870,33,Female,Operations,Pune,14.1,70971.57,3,39.8,Active
EMP0871,57,Male,HR,Chennai,9.0,73161.53,3,20.0,On Leave
EMP0872,42,Female,IT,Mumbai,18.0,102231.0,3,27.4,Active
EMP0873,32,Male,Sales,Pune,8.9,67400.91,5,16.1,Active
EMP0874,22,Female,Finance,Pune,9.0,82106.37,3,19.7,Active
EMP0875,57,Female,IT,Hyderabad,22.3,110752.69,3,27.5,Active
EMP0876,27,Female,IT,Pune,1.4,36723.05,4,25.5,Active
EMP0877,46,Male,Sales,Bengaluru,27.1,127181.21,4,33.9,Active
EMP0878,46,Male,Sales,Chennai,25.6,134907.03,5,24.7,Active
EMP0879,44,Female,IT,Bengaluru,20.0,100845.23,3,11.1,Active
EMP0880,32,Female,IT,Hyderabad,17.8,82642.76,2,3.9,Active
EMP0881,36,Male,IT,Coimbatore,26.8,133190.73,3,41.6,Active
EMP0882,43,Female,Sales,Hyderabad,5.6,61013.93,3,14.6,On Leave
EMP0883,60,Male,IT,Chennai,2.4,61002.09,5,10.5,Active
EMP0884,29,Male,IT,Pune,7.2,64494.71,3,26.2,Active
EMP0885,52,Female,Marketing,Mumbai,23.8,115008.59,5,30.4,Inactive
EMP0886,35,Female,IT,Hyderabad,1.0,55731.21,3,29.5,Active
EMP0887,57,Female,Sales,Chennai,17.5,83292.07,5,7.0,Active
EMP0888,33,Female,IT,Mumbai,29.9,144541.83,1,16.6,Active
EMP0889,25,Male,IT,Pune,25.7,134473.39,5,34.9,Inactive
EMP0890,31,Male,IT,Coimbatore,15.6,101193.75,5,23.7,Active
EMP0891,30,Male,Sales,Hyderabad,1.9,39571.55,5,36.9,On Leave
EMP0892,33,Male,Operations,Coimbatore,24.9,121425.53,1,5.2,Inactive
EMP0893,35,Female,Marketing,Chennai,18.0,78093.38,2,9.1,Active
EMP0894,27,Male,Finance,Coimbatore,3.4,46634.01,4,55.2,Active
EMP0895,60,Male,Sales,Coimbatore,2.8,50428.07,1,32.5,Active
EMP0896,48,Male,IT,Chennai,27.3,130691.65,2,4.8,Active
EMP0897,52,Male,HR,Chennai,20.1,103821.87,3,11.0,Active
EMP0898,55,Male,Operations,Hyderabad,24.9,124724.98,3,11.2,Active
EMP0899,35,Female,IT,Coimbatore,26.4,132659.61,3,29.0,Active
EMP0900,56,Female,IT,Mumbai,17.2,104563.71,1,9.3,Active
EMP0901,41,Female,IT,Chennai,15.5,89548.14,2,9.7,Active
EMP0902,26,Female,IT,Pune,12.9,86497.11,3,12.9,Active
EMP0903,21,Male,IT,Coimbatore,9.5,81131.73,3,39.4,Active
EMP0904,24,Female,Sales,Chennai,13.0,83755.78,2,34.4,Active
EMP0905,31,Male,Finance,Mumbai,23.2,116507.75,3,23.6,On Leave
EMP0906,46,Male,Operations,Hyderabad,18.1,99143.73,5,14.4,Active
EMP0907,57,Female,Marketing,Coimbatore,26.8,134516.88,5,34.2,Active
EMP0908,43,Male,HR,Chennai,13.3,63150.47,5,31.9,Active
EMP0909,49,Female,IT,Chennai,18.2,115972.59,5,40.2,Active
EMP0910,41,Male,HR,Pune,18.9,96459.96,3,27.6,Active
EMP0911,47,Female,Sales,Pune,17.8,102703.92,4,21.0,Active
EMP0912,59,Male,IT,Coimbatore,21.1,126427.98,3,19.1,On Leave
EMP0913,60,Male,Sales,Chennai,7.1,50876.61,4,33.0,Active
EMP0914,33,Female,Finance,Coimbatore,15.4,88224.47,3,15.3,Active
EMP0915,43,Male,Sales,Chennai,3.1,45541.61,4,20.1,Active
EMP0916,36,Male,Finance,Pune,11.5,73979.97,3,14.2,Active
EMP0917,50,Male,HR,Mumbai,14.6,97979.49,1,11.6,Active
EMP0918,24,Female,Operations,Bengaluru,19.6,95745.82,4,19.2,Active
EMP0919,60,Female,Marketing,Bengaluru,28.5,130305.63,1,11.3,Active
EMP0920,36,Male,IT,Chennai,18.0,107635.11,3,10.4,Active
EMP0921,51,Female,Operations,Pune,22.3,102432.8,1,8.7,Active
EMP0922,45,Female,Finance,Hyderabad,15.2,90034.55,3,50.4,Active
EMP0923,32,Female,Operations,Hyderabad,19.0,103039.63,2,24.2,Active
EMP0924,46,Female,Marketing,Bengaluru,2.1,39687.12,5,41.7,Active
EMP0925,57,Male,Finance,Mumbai,7.6,65852.91,3,66.0,Active
EMP0926,53,Female,IT,Bengaluru,10.9,76915.34,3,4.9,Active
EMP0927,48,Male,IT,Chennai,14.2,80584.24,3,77.5,Active
EMP0928,29,Male,Sales,Mumbai,1.4,44472.75,4,22.1,Active
EMP0929,32,Female,Sales,Hyderabad,4.2,65739.46,4,13.2,Inactive
EMP0930,25,Female,IT,Pune,8.3,72197.21,4,10.1,Active
EMP0931,48,Male,IT,Pune,29.1,146652.11,4,38.5,Active
EMP0932,55,Male,Marketing,Chennai,9.9,75191.78,5,23.4,Active
EMP0933,25,Female,Operations,Bengaluru,14.5,74595.36,4,35.3,Active
EMP0934,54,Male,Finance,Chennai,5.9,74270.12,4,16.2,Inactive
EMP0935,54,Male,IT,Pune,18.3,108668.63,3,20.2,Active
EMP0936,33,Male,IT,Hyderabad,8.4,85454.86,4,9.1,Active
EMP0937,59,Male,IT,Pune,6.2,58835.74,3,12.6,Active
EMP0938,34,Female,Operations,Mumbai,15.5,102794.5,4,39.2,Active
EMP0939,31,Male,IT,Coimbatore,0.2,49901.24,4,7.6,Active
EMP0940,58,Female,Sales,Pune,0.2,42124.32,4,33.3,Active
EMP0941,24,Male,IT,Pune,6.6,67972.2,4,33.1,On Leave
EMP0942,53,Female,Sales,Coimbatore,1.1,38861.77,2,19.0,Active
EMP0943,27,Female,Sales,Mumbai,3.2,57804.25,1,38.6,Active
EMP0944,28,Female,Marketing,Bengaluru,10.2,71822.88,3,27.8,Active
EMP0945,57,Female,IT,Pune,24.1,111613.44,5,12.4,Inactive
EMP0946,30,Female,IT,Chennai,17.2,94262.51,4,15.4,On Leave
EMP0947,35,Male,IT,Pune,15.4,95413.23,4,23.1,Active
EMP0948,58,Female,Operations,Chennai,8.8,67279.99,4,20.6,Active
EMP0949,35,Female,Operations,Mumbai,28.0,131547.29,4,35.6,Active
EMP0950,25,Male,Sales,Pune,11.9,88401.77,5,12.1,Active
EMP0951,49,Male,Sales,Mumbai,2.6,30491.19,4,10.1,On Leave
EMP0952,39,Female,Sales,Mumbai,18.5,102898.7,4,5.6,Active
EMP0953,30,Female,IT,Bengaluru,3.4,40356.17,4,10.5,Active
EMP0954,32,Male,Operations,Pune,10.4,76477.7,3,34.6,Active
EMP0955,24,Male,Finance,Chennai,15.2,92444.33,4,43.8,Active
EMP0956,51,Female,Finance,Chennai,26.2,135056.88,3,45.5,Inactive
EMP0957,38,Male,Finance,Pune,14.8,84888.94,2,19.8,Active
EMP0958,36,Female,IT,Coimbatore,21.1,127085.72,4,28.6,Active
EMP0959,60,Female,IT,Bengaluru,29.8,155633.8,3,32.5,On Leave
EMP0960,56,Female,Marketing,Bengaluru,3.9,53318.35,5,42.1,Active
EMP0961,45,Male,IT,Bengaluru,8.2,70663.86,3,30.8,Active
EMP0962,43,Female,Sales,Chennai,11.8,82938.86,3,35.7,Active
EMP0963,32,Female,IT,Mumbai,12.7,81794.86,3,45.4,Active
EMP0964,54,Female,Finance,Coimbatore,12.3,89894.45,2,35.0,Active
EMP0965,56,Male,HR,Bengaluru,27.2,141395.85,3,9.9,Active
EMP0966,57,Male,HR,Chennai,21.4,116464.88,3,0.9,Active
EMP0967,23,Female,Sales,Chennai,18.2,94863.18,2,24.8,Active
EMP0968,29,Male,HR,Mumbai,9.3,68441.34,3,25.9,Active
EMP0969,38,Male,Sales,Pune,24.7,113104.87,3,23.9,Active
EMP0970,55,Male,Finance,Pune,28.7,145029.12,4,35.0,Active
EMP0971,54,Female,Sales,Bengaluru,24.6,126704.83,1,30.8,Inactive
EMP0972,34,Male,Operations,Bengaluru,0.0,25000.0,4,40.8,Active
EMP0973,24,Male,Marketing,Coimbatore,19.1,92555.73,4,18.7,Active
EMP0974,49,Male,IT,Mumbai,1.5,45984.89,3,52.4,Inactive
EMP0975,35,Female,IT,Bengaluru,7.7,67543.12,5,10.2,Active
EMP0976,48,Male,IT,Mumbai,1.8,39624.18,4,19.4,Active
EMP0977,36,Male,Sales,Chennai,18.1,103461.83,4,20.6,Active
EMP0978,32,Male,IT,Bengaluru,20.6,117111.79,2,30.3,Active
EMP0979,25,Female,Finance,Chennai,3.4,50345.85,4,13.1,Active
EMP0980,54,Male,Sales,Hyderabad,11.5,71203.67,4,6.5,On Leave
EMP0981,21,Male,HR,Mumbai,13.7,89339.66,3,26.7,Active
EMP0982,59,Male,Marketing,Hyderabad,11.1,87093.26,3,13.5,Active
EMP0983,52,Female,IT,Bengaluru,3.6,51731.51,3,23.0,Active
EMP0984,46,Female,IT,Chennai,12.6,82202.66,4,12.2,Active
EMP0985,37,Female,Sales,Bengaluru,22.5,119679.66,3,14.3,Inactive
EMP0986,47,Female,Finance,Hyderabad,2.1,44485.76,4,17.6,Active
EMP0987,44,Male,Sales,Bengaluru,2.4,44284.82,2,36.6,Active
EMP0988,55,Female,Finance,Coimbatore,10.6,83017.23,4,8.2,Active
EMP0989,59,Male,IT,Pune,28.3,126775.15,3,10.1,Active
EMP0990,46,Female,Marketing,Hyderabad,20.1,115896.42,3,36.1,Active
EMP0991,58,Male,Marketing,Bengaluru,20.4,106981.44,3,11.6,Active
EMP0992,43,Male,Sales,Chennai,10.9,71858.05,2,25.9,Inactive
EMP0993,42,Female,IT,Bengaluru,17.8,104586.13,1,37.3,Active
EMP0994,24,Male,Sales,Chennai,0.3,37749.43,3,19.6,Active
EMP0995,29,Female,HR,Pune,19.1,86000.39,3,26.7,Active
EMP0996,24,Male,IT,Bengaluru,27.4,150859.51,5,37.7,Active
EMP0997,27,Male,Operations,Pune,18.4,98730.61,4,15.7,Active
EMP0998,43,Female,IT,Hyderabad,26.2,138244.02,3,33.8,Active
EMP0999,22,Female,Operations,Chennai,21.7,117562.4,1,29.0,Active
EMP1000,44,Female,Finance,Coimbatore,3.6,44430.7,3,36.8,Active
EMP1001,60,Male,IT,Hyderabad,27.1,141637.78,4,54.5,Active
EMP1002,51,Male,Sales,Chennai,2.0,41858.87,3,48.2,On Leave
EMP1003,51,Female,Operations,Pune,16.0,96774.17,2,12.6,Active
EMP1004,60,Female,Marketing,Mumbai,4.3,33032.18,3,34.4,Active
EMP1005,54,Male,Marketing,Bengaluru,0.4,35607.25,4,23.6,Active
EMP1006,44,Female,Sales,Pune,12.7,76627.43,3,12.9,Active
EMP1007,46,Female,Sales,Chennai,8.9,71608.1,4,12.3,Active
EMP1008,36,Female,Marketing,Chennai,14.6,89860.35,3,4.0,Active
EMP1009,33,Female,IT,Chennai,17.3,97888.99,2,34.3,Active
EMP1010,35,Female,Finance,Chennai,1.3,38852.61,3,25.4,Active
EMP1011,47,Male,IT,Bengaluru,3.7,55064.68,3,17.0,Active
EMP1012,24,Male,Operations,Hyderabad,16.8,85626.86,1,13.7,Active
EMP1013,36,Female,Operations,Coimbatore,10.3,76785.87,2,54.3,Active
EMP1014,50,Male,IT,Mumbai,21.9,116696.34,2,28.1,On Leave
EMP1015,50,Male,Sales,Bengaluru,19.6,82344.09,2,40.5,Active
EMP1016,56,Male,Operations,Chennai,25.4,119901.42,3,16.7,Inactive
EMP1017,23,Male,IT,Bengaluru,20.8,107491.65,5,2.1,Inactive
EMP1018,42,Female,Sales,Pune,12.9,69099.79,3,34.5,Inactive
EMP1019,42,Female,Operations,Coimbatore,20.2,94800.59,4,19.1,Active
EMP1020,32,Male,IT,Chennai,8.3,72925.27,3,6.8,On Leave
EMP1021,41,Male,Sales,Mumbai,9.2,79829.13,3,5.0,Active
EMP1022,24,Female,HR,Chennai,23.7,118455.48,1,30.0,Active
EMP1023,51,Female,Operations,Coimbatore,13.4,76047.97,3,24.0,Active
EMP1024,51,Female,Operations,Mumbai,24.0,121647.23,3,28.0,Active
EMP1025,43,Female,Operations,Coimbatore,24.7,116777.28,2,17.6,Active
EMP1026,40,Male,Finance,Mumbai,25.7,124393.2,4,39.0,Active
EMP1027,35,Male,Operations,Hyderabad,27.5,121015.1,3,23.5,Active
EMP1028,43,Female,Marketing,Hyderabad,12.9,66135.37,3,43.2,Active
EMP1029,48,Female,HR,Bengaluru,9.6,63480.61,2,11.0,Active
EMP1030,36,Female,Marketing,Bengaluru,17.5,97514.43,3,23.9,Active
EMP1031,57,Male,IT,Mumbai,11.1,81077.01,4,22.3,On Leave
EMP1032,41,Female,Sales,Chennai,18.0,96672.26,3,12.8,Active
EMP1033,35,Female,IT,Pune,21.2,109634.03,3,27.8,Active
EMP1034,37,Male,IT,Pune,20.7,120315.97,3,6.8,On Leave
EMP1035,57,Male,IT,Chennai,11.2,71662.94,2,16.7,Active
EMP1036,33,Male,Sales,Chennai,5.0,60708.22,4,25.7,Active
EMP1037,39,Male,HR,Hyderabad,12.9,70132.26,4,10.7,Inactive
EMP1038,50,Male,Sales,Pune,4.3,46030.52,2,21.0,On Leave
EMP1039,38,Male,IT,Mumbai,26.7,124715.72,1,38.1,Active
EMP1040,34,Female,HR,Coimbatore,10.4,65388.78,4,21.8,Active
EMP1041,56,Male,Sales,Bengaluru,4.6,60902.5,3,21.1,Inactive
EMP1042,56,Male,Marketing,Coimbatore,0.8,41925.02,2,31.1,Active
EMP1043,40,Female,HR,Hyderabad,19.4,108727.38,4,9.0,Active
EMP1044,39,Female,Sales,Pune,19.1,108027.14,3,6.2,Active
EMP1045,27,Female,Operations,Chennai,10.2,60870.64,3,29.5,Active
EMP1046,24,Male,Sales,Pune,2.2,42053.69,3,29.6,Active
EMP1047,54,Female,IT,Mumbai,12.3,79808.41,4,22.2,Active
EMP1048,22,Male,IT,Hyderabad,9.3,86194.6,3,56.2,Active
EMP1049,25,Female,Operations,Chennai,20.3,95475.69,5,7.5,Active
EMP1050,30,Male,IT,Coimbatore,18.2,113849.58,4,9.4,Active
EMP1051,52,Female,Operations,Mumbai,10.9,79293.63,2,14.2,Active
EMP1052,33,Male,Finance,Coimbatore,6.5,77386.96,3,40.7,Active
EMP1053,59,Female,Operations,Bengaluru,29.6,134322.51,3,31.3,On Leave
EMP1054,25,Male,Marketing,Hyderabad,13.6,88298.58,3,61.5,Inactive
EMP1055,30,Male,Operations,Mumbai,20.6,124353.21,4,11.3,Active
EMP1056,30,Male,HR,Mumbai,4.2,42758.87,3,19.9,Active
EMP1057,58,Female,Marketing,Coimbatore,14.6,73819.68,2,34.9,Active
EMP1058,47,Female,Finance,Chennai,0.8,27759.92,4,6.9,Inactive
EMP1059,41,Female,Finance,Bengaluru,15.2,98901.7,1,24.0,Active
EMP1060,28,Male,Sales,Coimbatore,28.9,123084.8,4,38.7,Inactive
EMP1061,21,Male,Operations,Mumbai,11.5,71271.45,4,49.5,Active
EMP1062,48,Female,Operations,Hyderabad,1.2,41698.51,3,18.6,Active
EMP1063,59,Male,Marketing,Mumbai,0.9,39631.4,3,19.7,Active
EMP1064,34,Female,Finance,Pune,11.6,84003.56,4,3.9,Active
EMP1065,41,Female,Finance,Hyderabad,4.8,58578.32,4,12.4,Inactive
EMP1066,50,Female,Marketing,Hyderabad,0.7,47680.93,3,17.1,Active
EMP1067,41,Male,IT,Mumbai,22.7,114831.47,3,17.5,Active
EMP1068,29,Male,IT,Chennai,13.8,85884.04,3,12.7,Active
EMP1069,37,Male,HR,Hyderabad,8.7,57268.72,1,22.9,Active
EMP1070,25,Female,HR,Pune,27.0,134141.53,2,23.3,Active
