LoanID,Age,Gender,Married,Dependents,Education,SelfEmployed,EmploymentType,CreditHistory,PropertyArea,LoanPurpose,LoanTermMonths,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanStatus
LOAN01435,64,Female,No,1,Graduate,No,Business Owner,Average,Urban,Vehicle,240,23254,5249,112781,Rejected
LOAN01436,59,Female,No,0,Graduate,No,Salaried,Poor,Semiurban,Home,300,65537,12183,213850,Rejected
LOAN01437,35,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,360,21130,15854,126436,Approved
LOAN01438,24,Male,No,2,Not Graduate,No,Salaried,Good,Semiurban,Home,360,24369,6417,126337,Approved
LOAN01439,49,Female,Yes,0,Not Graduate,Yes,Salaried,Good,Rural,Education,120,14226,9825,83487,Approved
LOAN01440,42,Male,Yes,1,Graduate,No,Government,Good,Semiurban,Home,360,50379,11232,165375,Approved
LOAN01441,45,Female,Yes,3+,Graduate,No,Government,Good,Rural,Education,120,12811,18904,101325,Approved
LOAN01442,33,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Vehicle,180,56771,17125,220054,Approved
LOAN01443,38,Male,Yes,3+,Graduate,Yes,Salaried,Average,Semiurban,Vehicle,180,81982,19074,315652,Approved
LOAN01444,53,Female,No,3+,Graduate,No,Salaried,Good,Urban,Business,120,79023,2977,303345,Approved
LOAN01445,36,Male,Yes,1,Not Graduate,No,Government,Good,Rural,Personal,60,20545,11658,110771,Approved
LOAN01446,65,Male,No,0,Not Graduate,No,Business Owner,Good,Urban,Home,120,15699,8140,67997,Approved
LOAN01447,62,Female,Yes,0,Not Graduate,Yes,Freelancer,Good,Rural,Home,240,27198,14092,84085,Rejected
LOAN01448,64,Male,No,0,Graduate,No,Salaried,Good,Urban,Business,240,53940,1505,110806,Approved
LOAN01449,22,Female,Yes,0,Not Graduate,No,Business Owner,Good,Urban,Business,180,62424,12817,188388,Approved
LOAN01450,55,Female,Yes,0,Not Graduate,No,Salaried,Poor,Rural,Home,360,48973,23935,228788,Rejected
LOAN01451,62,Male,Yes,3+,Graduate,No,Salaried,Good,Urban,Business,180,46055,3230,146727,Approved
LOAN01452,54,Male,Yes,0,Not Graduate,No,Business Owner,Good,Rural,Education,60,105077,13266,305664,Approved
LOAN01453,50,Male,No,2,Graduate,Yes,Business Owner,Good,Urban,Vehicle,240,29286,3963,107869,Approved
LOAN01454,33,Male,Yes,0,Not Graduate,No,Salaried,Average,Rural,Personal,240,25589,4026,91095,Rejected
LOAN01455,33,Male,No,1,Graduate,No,Salaried,Average,Semiurban,Business,240,21267,5129,74492,Approved
LOAN01456,38,Male,Yes,3+,Graduate,No,Salaried,Good,Semiurban,Home,240,44127,14426,203136,Approved
LOAN01457,52,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Business,360,33497,11664,95400,Approved
LOAN01458,52,Female,Yes,0,Graduate,No,Business Owner,Good,Urban,Vehicle,360,52640,17576,160851,Approved
LOAN01459,55,Female,No,1,Graduate,Yes,Government,Good,Rural,Home,360,29651,4317,140179,Approved
LOAN01460,59,Female,No,2,Graduate,No,Salaried,Poor,Urban,Education,300,48192,2004,167720,Rejected
LOAN01461,49,Male,Yes,2,Graduate,Yes,Salaried,Good,Urban,Medical,300,30554,20870,122919,Approved
LOAN01462,49,Male,Yes,0,Graduate,No,Salaried,Average,Semiurban,Home,180,33752,4770,99393,Approved
LOAN01463,64,Female,Yes,0,Not Graduate,No,Business Owner,Good,Semiurban,Home,360,35221,25458,170948,Approved
LOAN01464,36,Male,No,3+,Not Graduate,No,Salaried,Good,Urban,Home,180,16897,1828,60534,Approved
LOAN01465,64,Male,No,3+,Graduate,No,Freelancer,Average,Urban,Business,300,34098,1711,131769,Approved
LOAN01466,30,Female,Yes,1,Not Graduate,No,Salaried,Good,Urban,Personal,240,46768,11668,147425,Approved
LOAN01467,50,Female,Yes,2,Graduate,Yes,Business Owner,Poor,Rural,Business,360,23280,12319,110504,Rejected
LOAN01468,45,Female,Yes,1,Not Graduate,No,Government,Good,Urban,Home,360,85781,3720,340052,Approved
LOAN01469,59,Male,No,0,Graduate,No,Government,Good,Rural,Business,360,36395,14637,147399,Approved
LOAN01470,40,Female,Yes,0,Graduate,No,Unemployed,Average,Urban,Business,180,27390,25399,66281,Approved
LOAN01471,25,Female,No,0,Graduate,No,Government,Good,Urban,Business,240,27017,6282,148225,Approved
LOAN01472,21,Female,Yes,1,Graduate,No,Government,Good,Semiurban,Home,360,67288,32768,258686,Approved
LOAN01473,50,Female,No,0,Not Graduate,No,Salaried,Good,Urban,Business,300,25055,2042,108776,Approved
LOAN01474,23,Female,No,0,Not Graduate,No,Salaried,Average,Semiurban,Education,300,41529,1408,142637,Rejected
LOAN01475,65,Male,No,2,Graduate,No,Salaried,Good,Rural,Home,360,54034,5926,197437,Approved
LOAN01476,34,Male,Yes,2,Graduate,No,Freelancer,Good,Urban,Business,360,46602,4546,130218,Approved
LOAN01477,50,Female,No,1,Not Graduate,No,Government,Good,Rural,Medical,360,28192,4956,107022,Approved
LOAN01478,24,Female,Yes,3+,Not Graduate,No,Salaried,Good,Urban,Home,360,52979,9746,186009,Approved
LOAN01479,38,Female,Yes,0,Graduate,No,Business Owner,Poor,Urban,Medical,300,38953,8470,144782,Rejected
LOAN01480,57,Male,Yes,1,Graduate,No,Freelancer,Good,Urban,Home,300,16748,4593,57229,Approved
LOAN01481,45,Male,No,2,Graduate,No,Government,Average,Rural,Vehicle,360,62974,2131,250383,Rejected
LOAN01482,21,Female,Yes,1,Graduate,No,Business Owner,Good,Urban,Home,360,27554,12371,93085,Approved
LOAN01483,35,Female,No,0,Graduate,No,Unemployed,Average,Rural,Home,360,33556,2343,127392,Rejected
LOAN01484,29,Female,No,0,Graduate,No,Salaried,Average,Semiurban,Business,360,41742,12942,178950,Rejected
LOAN01485,35,Female,Yes,3+,Not Graduate,No,Salaried,Poor,Urban,Business,360,28585,12923,133382,Rejected
LOAN01486,44,Female,Yes,1,Graduate,No,Business Owner,Good,Semiurban,Vehicle,240,51052,6575,173802,Approved
LOAN01487,24,Female,Yes,3+,Not Graduate,No,Salaried,Good,Rural,Business,360,22099,10329,121362,Rejected
LOAN01488,32,Female,Yes,1,Not Graduate,No,Salaried,Average,Semiurban,Business,360,28044,18073,79497,Approved
LOAN01489,57,Female,Yes,2,Not Graduate,Yes,Freelancer,Good,Semiurban,Personal,60,63043,24879,216518,Approved
LOAN01490,57,Female,Yes,2,Graduate,No,Freelancer,Good,Rural,Education,300,36731,28344,212684,Rejected
LOAN01491,63,Male,No,1,Not Graduate,No,Freelancer,Poor,Urban,Home,360,22571,12181,61908,Rejected
LOAN01492,26,Male,No,0,Graduate,Yes,Salaried,Good,Rural,Home,300,37625,5172,104986,Approved
LOAN01493,59,Female,Yes,1,Graduate,No,Business Owner,Poor,Rural,Education,360,43510,7144,150589,Rejected
LOAN01494,44,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Vehicle,300,17788,4719,93512,Approved
LOAN01495,31,Male,Yes,0,Graduate,No,Salaried,Average,Rural,Home,360,76453,21049,172851,Approved
LOAN01496,33,Male,No,0,Not Graduate,No,Business Owner,Good,Semiurban,Home,240,81246,4667,203865,Rejected
LOAN01497,54,Male,No,0,Not Graduate,No,Salaried,Good,Semiurban,Home,120,38330,3068,115941,Approved
LOAN01498,45,Male,Yes,3+,Graduate,Yes,Salaried,Poor,Semiurban,Business,240,33189,4674,81469,Approved
LOAN01499,27,Male,Yes,0,Graduate,No,Freelancer,Good,Urban,Home,300,36692,7234,87563,Approved
LOAN01500,24,Female,No,1,Graduate,No,Salaried,Average,Semiurban,Home,240,54278,3138,221336,Approved
LOAN01501,28,Male,Yes,0,Graduate,No,Unemployed,Average,Urban,Business,180,44519,22996,118403,Approved
LOAN01502,40,Male,Yes,0,Not Graduate,No,Business Owner,Good,Semiurban,Vehicle,360,40443,16655,191475,Rejected
LOAN01503,49,Male,No,2,Graduate,No,Unemployed,Poor,Urban,Home,240,67646,3443,210585,Approved
LOAN01504,65,Female,Yes,0,Not Graduate,No,Salaried,Good,Urban,Business,360,60411,8269,276278,Rejected
LOAN01505,30,Male,Yes,1,Graduate,No,Business Owner,Average,Urban,Home,360,23577,19451,132653,Rejected
LOAN01506,63,Female,No,2,Graduate,No,Salaried,Good,Rural,Personal,360,54140,3080,222225,Approved
LOAN01507,54,Female,No,2,Graduate,No,Government,Average,Urban,Home,240,60976,11905,242667,Rejected
LOAN01508,46,Female,Yes,0,Graduate,Yes,Salaried,Good,Semiurban,Medical,360,41160,12191,201916,Approved
LOAN01509,61,Male,No,3+,Graduate,No,Salaried,Good,Urban,Medical,240,47551,3255,153789,Approved
LOAN01510,23,Female,Yes,1,Not Graduate,Yes,Government,Good,Semiurban,Vehicle,360,31623,20788,109788,Approved
LOAN01511,26,Male,No,3+,Not Graduate,No,Salaried,Good,Urban,Home,360,21121,2908,109700,Approved
LOAN01512,25,Female,Yes,1,Graduate,No,Salaried,Good,Urban,Business,240,84904,4160,247694,Approved
LOAN01513,25,Female,No,1,Graduate,No,Salaried,Good,Semiurban,Home,120,19875,3789,57779,Approved
LOAN01514,43,Male,No,3+,Graduate,Yes,Freelancer,Good,Semiurban,Personal,180,77386,1644,303235,Approved
LOAN01515,29,Male,Yes,3+,Graduate,No,Salaried,Good,Urban,Vehicle,240,35265,16884,164658,Approved
LOAN01516,55,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Medical,360,63662,5350,158395,Approved
LOAN01517,40,Female,No,0,Graduate,No,Salaried,Good,Rural,Business,360,36692,8016,100967,Approved
LOAN01518,62,Male,No,0,Not Graduate,No,Business Owner,Good,Urban,Business,240,55372,13764,136098,Approved
LOAN01519,55,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Business,360,44444,20659,194484,Approved
LOAN01520,38,Male,No,0,Not Graduate,No,Salaried,Average,Semiurban,Education,360,26870,2601,118825,Rejected
LOAN01521,37,Female,No,0,Graduate,No,Salaried,Average,Urban,Education,360,38575,3377,152348,Approved
LOAN01522,44,Female,Yes,2,Not Graduate,No,Salaried,Good,Rural,Business,180,34053,9265,200024,Approved
LOAN01523,23,Female,No,0,Graduate,No,Salaried,Average,Semiurban,Personal,360,48501,2465,177575,Approved
LOAN01524,52,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Business,300,38704,6364,147592,Approved
LOAN01525,55,Male,Yes,0,Not Graduate,No,Business Owner,Average,Semiurban,Personal,360,41306,27596,187973,Rejected
LOAN01526,58,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Personal,240,22888,10893,139841,Approved
LOAN01527,33,Female,Yes,0,Graduate,No,Government,Good,Urban,Business,240,20432,6815,123810,Approved
LOAN01528,45,Male,No,0,Not Graduate,No,Salaried,Average,Rural,Home,360,37488,8995,82134,Approved
LOAN01529,29,Male,Yes,2,Not Graduate,Yes,Business Owner,Average,Semiurban,Business,300,39407,8400,121808,Rejected
LOAN01530,24,Male,No,3+,Not Graduate,No,Business Owner,Good,Urban,Education,360,22625,1614,74875,Approved
LOAN01531,34,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Home,120,46967,62399,269184,Approved
LOAN01532,57,Male,Yes,1,Graduate,No,Government,Average,Urban,Education,360,47895,5296,223682,Rejected
LOAN01533,54,Female,Yes,1,Not Graduate,No,Salaried,Average,Urban,Medical,180,38959,33492,207613,Rejected
LOAN01534,31,Male,Yes,3+,Graduate,No,Salaried,Average,Semiurban,Home,240,36574,6726,122144,Rejected
LOAN01535,61,Female,No,2,Graduate,Yes,Freelancer,Good,Semiurban,Vehicle,360,20530,5398,76306,Approved
LOAN01536,23,Male,No,1,Graduate,No,Salaried,Good,Semiurban,Personal,180,20375,5391,86806,Approved
LOAN01537,48,Female,No,2,Graduate,No,Salaried,Good,Urban,Business,240,43374,2172,140473,Approved
LOAN01538,49,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Business,360,25019,4773,112820,Approved
LOAN01539,29,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,360,25823,4436,114066,Approved
LOAN01540,23,Female,Yes,0,Graduate,No,Business Owner,Average,Semiurban,Education,120,41170,17330,122226,Approved
LOAN01541,45,Male,Yes,3+,Graduate,No,Salaried,Good,Semiurban,Home,360,90848,3759,366640,Approved
LOAN01542,54,Female,Yes,2,Graduate,No,Salaried,Average,Semiurban,Medical,180,30368,5425,119516,Approved
LOAN01543,32,Female,No,1,Graduate,No,Business Owner,Good,Rural,Education,240,91382,4056,254594,Approved
LOAN01544,62,Female,Yes,1,Not Graduate,No,Business Owner,Good,Rural,Business,300,35090,5032,157172,Rejected
LOAN01545,29,Female,No,0,Graduate,No,Unemployed,Good,Rural,Business,180,46804,1508,140954,Approved
LOAN01546,35,Male,Yes,1,Graduate,No,Salaried,Good,Rural,Home,360,55931,8547,145837,Approved
LOAN01547,60,Female,Yes,1,Not Graduate,No,Unemployed,Average,Rural,Medical,180,57794,2949,174663,Rejected
LOAN01548,45,Male,No,0,Graduate,No,Business Owner,Good,Rural,Vehicle,360,42302,10579,211840,Approved
LOAN01549,25,Male,Yes,2,Graduate,Yes,Government,Good,Rural,Home,360,32749,24443,107997,Approved
LOAN01550,31,Female,No,2,Graduate,No,Salaried,Good,Semiurban,Medical,360,52714,3844,174353,Approved
LOAN01551,54,Male,Yes,0,Not Graduate,No,Business Owner,Good,Urban,Vehicle,240,43950,42578,175242,Approved
LOAN01552,44,Female,Yes,1,Not Graduate,No,Government,Average,Urban,Education,360,29848,15628,161051,Rejected
LOAN01553,35,Female,No,0,Not Graduate,Yes,Government,Good,Rural,Business,360,68466,6546,163796,Approved
LOAN01554,58,Female,Yes,2,Not Graduate,No,Salaried,Average,Semiurban,Home,180,44615,8494,180104,Approved
LOAN01555,28,Female,Yes,0,Graduate,No,Salaried,Average,Rural,Business,300,25922,9776,113891,Rejected
LOAN01556,25,Male,No,1,Graduate,No,Business Owner,Good,Urban,Home,120,24593,2844,97307,Approved
LOAN01557,46,Male,Yes,3+,Graduate,Yes,Government,Good,Urban,Business,360,87686,3511,229824,Approved
LOAN01558,38,Male,No,0,Graduate,No,Salaried,Average,Semiurban,Business,360,29095,5251,52182,Approved
LOAN01559,26,Male,No,3+,Graduate,Yes,Freelancer,Average,Rural,Personal,180,50961,6845,233167,Rejected
LOAN01560,57,Male,No,3+,Graduate,No,Freelancer,Good,Urban,Vehicle,360,43027,1476,88133,Approved
LOAN01561,33,Male,Yes,0,Graduate,No,Government,Good,Rural,Home,120,50188,19898,144010,Approved
LOAN01562,48,Female,Yes,0,Not Graduate,No,Business Owner,Good,Rural,Personal,360,85847,4310,243417,Rejected
LOAN01563,25,Female,No,3+,Graduate,No,Salaried,Good,Urban,Business,60,56885,551,237683,Approved
LOAN01564,33,Male,Yes,3+,Graduate,No,Unemployed,Good,Urban,Business,360,52897,14310,223239,Approved
LOAN01565,37,Female,Yes,0,Graduate,No,Business Owner,Good,Urban,Home,120,33237,7957,97753,Approved
LOAN01566,60,Male,Yes,0,Graduate,No,Freelancer,Good,Urban,Personal,240,26929,11186,96911,Approved
LOAN01567,65,Male,Yes,0,Graduate,Yes,Salaried,Good,Semiurban,Personal,360,107878,11513,397988,Approved
LOAN01568,52,Female,Yes,3+,Graduate,No,Freelancer,Good,Urban,Vehicle,240,35638,18741,134472,Approved
LOAN01569,49,Female,No,0,Graduate,No,Salaried,Average,Urban,Personal,300,34613,12547,166997,Approved
LOAN01570,23,Female,No,1,Not Graduate,No,Salaried,Good,Rural,Home,360,41355,2465,166796,Rejected
LOAN01571,60,Male,Yes,2,Not Graduate,No,Freelancer,Poor,Semiurban,Personal,120,39583,7733,136818,Rejected
LOAN01572,54,Female,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Education,360,74366,8873,166064,Approved
LOAN01573,60,Female,Yes,1,Graduate,No,Freelancer,Average,Urban,Home,120,46297,6764,198613,Approved
LOAN01574,47,Female,No,0,Graduate,No,Salaried,Good,Rural,Business,180,20141,7577,120747,Approved
LOAN01575,33,Female,Yes,2,Not Graduate,Yes,Business Owner,Good,Rural,Vehicle,180,26988,11908,125968,Approved
LOAN01576,65,Female,No,0,Graduate,Yes,Salaried,Good,Semiurban,Home,360,36491,4656,108674,Approved
LOAN01577,53,Female,Yes,2,Graduate,No,Business Owner,Good,Rural,Home,180,57615,6384,174648,Approved
LOAN01578,26,Female,No,2,Not Graduate,No,Salaried,Poor,Rural,Home,360,18321,3936,68982,Rejected
LOAN01579,44,Female,Yes,0,Graduate,Yes,Freelancer,Good,Semiurban,Education,360,45354,23694,199162,Approved
LOAN01580,39,Female,No,0,Graduate,No,Government,Poor,Semiurban,Home,240,50468,7588,173213,Rejected
LOAN01581,36,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Home,360,54018,20814,260715,Approved
LOAN01582,60,Female,No,0,Graduate,No,Salaried,Good,Urban,Education,360,35030,8373,146730,Approved
LOAN01583,48,Male,Yes,2,Graduate,No,Freelancer,Good,Urban,Medical,240,58230,7462,193772,Approved
LOAN01584,53,Male,No,2,Graduate,No,Freelancer,Average,Urban,Vehicle,180,25166,2953,83967,Rejected
LOAN01585,61,Female,No,1,Not Graduate,No,Freelancer,Good,Urban,Home,240,55574,1865,200366,Approved
LOAN01586,33,Female,Yes,1,Graduate,No,Freelancer,Poor,Rural,Medical,360,35322,7825,173273,Rejected
LOAN01587,63,Female,No,1,Graduate,No,Salaried,Good,Urban,Business,360,37023,9464,132849,Approved
LOAN01588,65,Male,Yes,2,Graduate,Yes,Salaried,Average,Rural,Education,180,36838,16182,92256,Rejected
LOAN01589,45,Female,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Education,180,48657,23500,112143,Approved
LOAN01590,62,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Education,360,22089,18176,61733,Approved
LOAN01591,56,Female,Yes,0,Graduate,No,Freelancer,Good,Semiurban,Home,120,54089,17114,198002,Approved
LOAN01592,47,Female,No,1,Graduate,No,Salaried,Good,Urban,Education,360,53739,1247,232520,Approved
LOAN01593,58,Female,No,0,Not Graduate,Yes,Government,Good,Rural,Business,120,31708,4198,155259,Approved
LOAN01594,27,Female,Yes,0,Graduate,No,Government,Good,Rural,Business,360,36356,5527,158971,Approved
LOAN01595,25,Female,Yes,0,Graduate,No,Government,Good,Urban,Vehicle,360,24668,41064,95932,Approved
LOAN01596,63,Female,No,2,Graduate,No,Government,Good,Rural,Education,240,21544,3884,116364,Approved
LOAN01597,65,Male,No,0,Not Graduate,Yes,Salaried,Good,Semiurban,Vehicle,120,39689,3779,145726,Approved
LOAN01598,51,Male,Yes,0,Graduate,Yes,Government,Good,Urban,Business,300,39805,13668,165359,Approved
LOAN01599,43,Female,No,0,Graduate,No,Salaried,Good,Semiurban,Medical,240,31205,4214,89495,Approved
LOAN01600,62,Female,Yes,0,Not Graduate,No,Salaried,Poor,Semiurban,Education,240,20694,9359,75644,Rejected
LOAN01601,30,Male,Yes,1,Not Graduate,Yes,Government,Poor,Urban,Personal,360,44608,8908,125406,Rejected
LOAN01602,52,Female,No,0,Graduate,No,Salaried,Good,Rural,Personal,180,30866,15703,143380,Approved
LOAN01603,63,Male,Yes,0,Not Graduate,No,Unemployed,Poor,Urban,Business,240,25921,17830,77223,Rejected
LOAN01604,50,Male,Yes,1,Graduate,Yes,Freelancer,Average,Semiurban,Business,360,64484,11644,289483,Rejected
LOAN01605,59,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Home,360,23416,5342,97912,Approved
LOAN01606,51,Female,No,0,Not Graduate,No,Salaried,Good,Rural,Medical,240,46764,2346,165955,Approved
LOAN01607,38,Female,No,3+,Graduate,No,Freelancer,Poor,Rural,Home,360,18494,3764,84816,Rejected
LOAN01608,56,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Business,360,19029,18543,126793,Approved
LOAN01609,22,Male,Yes,0,Graduate,No,Government,Average,Urban,Home,360,45126,9559,146129,Approved
LOAN01610,34,Female,Yes,0,Graduate,No,Salaried,Average,Urban,Education,180,31218,17202,141600,Rejected
LOAN01611,33,Female,Yes,1,Graduate,No,Freelancer,Good,Rural,Business,60,21462,71973,233070,Approved
LOAN01612,49,Male,Yes,1,Not Graduate,No,Salaried,Good,Urban,Personal,360,55685,6379,148237,Approved
LOAN01613,32,Female,No,1,Not Graduate,No,Salaried,Good,Rural,Education,360,42920,2168,97826,Approved
LOAN01614,59,Male,Yes,2,Graduate,No,Business Owner,Good,Rural,Medical,360,13939,26002,113877,Rejected
LOAN01615,22,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Business,120,55923,8157,259693,Approved
LOAN01616,52,Female,Yes,0,Not Graduate,No,Freelancer,Good,Urban,Home,360,22500,8924,58687,Approved
LOAN01617,33,Male,Yes,2,Graduate,No,Salaried,Good,Urban,Home,360,16839,15036,44970,Approved
LOAN01618,47,Male,No,3+,Graduate,No,Salaried,Good,Semiurban,Vehicle,240,25103,10429,120218,Approved
LOAN01619,61,Female,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Home,180,35639,16024,127963,Approved
LOAN01620,37,Female,Yes,1,Graduate,No,Salaried,Good,Semiurban,Education,360,37602,6597,177392,Approved
LOAN01621,60,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,360,17401,7093,97338,Approved
LOAN01622,51,Female,Yes,0,Graduate,No,Government,Good,Urban,Education,120,19228,8160,75200,Approved
LOAN01623,54,Female,Yes,0,Graduate,Yes,Salaried,Good,Rural,Vehicle,360,25786,3671,64818,Approved
LOAN01624,44,Female,Yes,0,Graduate,No,Salaried,Poor,Urban,Education,360,26538,9941,113435,Rejected
LOAN01625,65,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Home,360,51165,10987,174807,Approved
LOAN01626,55,Male,Yes,1,Not Graduate,No,Salaried,Good,Rural,Home,360,30152,11244,82169,Approved
LOAN01627,26,Male,Yes,0,Not Graduate,No,Business Owner,Average,Urban,Education,360,50725,4583,195732,Rejected
LOAN01628,39,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,180,59464,13456,192956,Approved
LOAN01629,50,Female,No,2,Graduate,No,Government,Average,Rural,Business,180,46632,5528,220327,Approved
LOAN01630,27,Male,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Business,360,9106,9477,58874,Approved
LOAN01631,30,Female,Yes,1,Graduate,Yes,Salaried,Average,Urban,Home,60,31672,7005,107268,Rejected
LOAN01632,61,Female,Yes,0,Not Graduate,No,Salaried,Poor,Urban,Education,360,33697,21868,150843,Rejected
LOAN01633,52,Female,Yes,1,Graduate,No,Business Owner,Good,Urban,Education,360,35437,7251,143527,Approved
LOAN01634,54,Male,No,0,Not Graduate,No,Unemployed,Good,Urban,Home,180,14229,3062,71665,Approved
LOAN01635,48,Male,Yes,0,Graduate,Yes,Business Owner,Average,Rural,Business,360,25749,11870,133896,Rejected
LOAN01636,35,Male,No,0,Graduate,No,Unemployed,Average,Semiurban,Home,300,19673,7401,94131,Approved
LOAN01637,50,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Education,240,23934,11498,130195,Rejected
LOAN01638,57,Male,Yes,0,Graduate,No,Salaried,Good,Rural,Vehicle,300,32325,6559,157966,Approved
LOAN01639,49,Female,No,1,Graduate,No,Salaried,Average,Semiurban,Home,360,26012,4693,90416,Approved
LOAN01640,42,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Business,240,24739,8451,98389,Approved
LOAN01641,24,Female,Yes,0,Not Graduate,No,Salaried,Good,Urban,Business,360,33220,13234,127250,Approved
LOAN01642,40,Female,Yes,1,Graduate,No,Salaried,Good,Urban,Home,120,29100,15715,119992,Approved
LOAN01643,52,Male,No,1,Graduate,No,Salaried,Good,Rural,Vehicle,120,39730,3429,179698,Approved
LOAN01644,56,Female,Yes,3+,Graduate,No,Salaried,Average,Semiurban,Business,120,30063,14509,123407,Rejected
LOAN01645,24,Female,No,1,Graduate,Yes,Salaried,Good,Rural,Education,360,17936,2168,93434,Approved
LOAN01646,47,Male,Yes,1,Graduate,No,Salaried,Good,Urban,Business,240,22834,16258,128174,Approved
LOAN01647,37,Female,No,1,Graduate,Yes,Government,Average,Rural,Personal,180,31331,6496,156959,Rejected
LOAN01648,32,Male,Yes,3+,Graduate,No,Salaried,Poor,Urban,Medical,360,29685,16440,82381,Approved
LOAN01649,42,Female,No,2,Graduate,No,Freelancer,Good,Rural,Business,180,19224,2755,98464,Rejected
LOAN01650,37,Female,Yes,0,Graduate,No,Business Owner,Good,Rural,Personal,180,49240,8538,156971,Approved
LOAN01651,30,Male,No,0,Graduate,No,Salaried,Good,Urban,Home,240,41794,7260,141131,Approved
LOAN01652,21,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Business,240,27713,16182,139320,Approved
LOAN01653,42,Female,Yes,1,Graduate,No,Salaried,Good,Rural,Home,360,33737,7778,145066,Approved
LOAN01654,46,Female,Yes,2,Not Graduate,No,Business Owner,Good,Rural,Home,240,22419,15948,84892,Approved
LOAN01655,38,Male,Yes,1,Graduate,Yes,Salaried,Good,Urban,Business,240,53310,10969,185109,Approved
LOAN01656,34,Female,Yes,0,Graduate,No,Salaried,Poor,Semiurban,Vehicle,360,92136,9223,350263,Rejected
LOAN01657,49,Male,No,2,Graduate,No,Salaried,Good,Rural,Education,360,27172,5397,180679,Approved
LOAN01658,32,Male,No,2,Graduate,No,Government,Good,Rural,Business,360,62992,3515,255797,Approved
LOAN01659,56,Male,Yes,0,Graduate,Yes,Salaried,Good,Urban,Education,360,24653,8642,95482,Approved
LOAN01660,55,Female,No,1,Graduate,No,Business Owner,Good,Rural,Education,360,28584,1026,144473,Approved
LOAN01661,32,Female,Yes,0,Not Graduate,No,Business Owner,Good,Urban,Home,360,69228,6695,283350,Approved
LOAN01662,27,Female,Yes,3+,Not Graduate,No,Government,Good,Rural,Education,360,34409,27027,158078,Approved
LOAN01663,49,Female,No,2,Not Graduate,No,Business Owner,Good,Urban,Home,360,49471,4523,193549,Approved
LOAN01664,31,Male,No,1,Graduate,No,Business Owner,Good,Urban,Business,360,32168,2688,135434,Approved
LOAN01665,53,Male,No,2,Graduate,No,Government,Good,Semiurban,Home,180,16135,3571,102327,Approved
LOAN01666,26,Male,Yes,3+,Graduate,No,Freelancer,Good,Semiurban,Home,360,103968,4998,407312,Approved
LOAN01667,35,Male,No,1,Not Graduate,No,Salaried,Average,Semiurban,Business,360,32940,3331,131370,Rejected
LOAN01668,52,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Business,360,38959,5953,173873,Approved
LOAN01669,31,Male,Yes,2,Graduate,Yes,Government,Good,Urban,Education,180,26118,24280,93097,Approved
LOAN01670,43,Male,Yes,0,Graduate,No,Government,Good,Urban,Home,240,51589,13608,164856,Approved
LOAN01671,46,Male,No,0,Graduate,Yes,Business Owner,Poor,Rural,Education,240,49909,11940,200272,Rejected
LOAN01672,54,Male,No,2,Not Graduate,No,Business Owner,Average,Urban,Vehicle,300,18020,981,45905,Rejected
LOAN01673,54,Male,No,2,Graduate,No,Business Owner,Good,Semiurban,Personal,180,39222,2915,153291,Approved
LOAN01674,49,Female,Yes,0,Graduate,Yes,Salaried,Poor,Semiurban,Vehicle,240,53890,7780,194427,Rejected
LOAN01675,24,Female,Yes,0,Graduate,Yes,Freelancer,Good,Rural,Home,180,62330,14723,216750,Approved
LOAN01676,37,Female,Yes,0,Not Graduate,No,Salaried,Poor,Semiurban,Business,240,48577,10446,86115,Approved
LOAN01677,55,Male,Yes,0,Graduate,No,Unemployed,Good,Urban,Home,360,50537,22049,260036,Approved
LOAN01678,33,Male,Yes,0,Not Graduate,No,Freelancer,Good,Rural,Home,360,28480,15984,97018,Approved
